id;candidato; percent ; error_final ;entrevistados;Tipo_campo;confidence_interval_final;data_pesquisa;instituto;fonte;N_registro_tse
238;Ciro Gomes; 7,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
239;João Doria; 2,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
240;Janones; 2,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
241;Tebet; 1,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
242;Felipe d'Ávila; -   ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
243;Eduardo Leite; 3,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
244;Branco_Nulo; 5,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
245;nao_sabe; 3,00 ; 2,00 ;3000,00;Telefone;95,00;15/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/recuperacao-de-bolsonaro-perde-impeto-diz-poderdata/;BR-00835/2022
246;Lula; 44,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
247;Jair Bolsonaro; 26,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
248;Sergio Moro; 7,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
249;Ciro Gomes; 7,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
250;João Doria; 2,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
251;Janones; 2,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
252;Tebet; 1,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
253;Felipe d'Ávila; -   ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
254;Branco_Nulo; 6,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
255;nao_sabe; 5,00 ; 2,00 ;2000,00;Domicilio;95,00;13/03/2022;QuaestPesquisa;https://media-blog.genialinvestimentos.com.br/wp-content/uploads/2022/03/15184014/genial-nas-eleicoes_pesquisa-para-presidente-2022_resultado-marco.pdf;BR-06693/2022
256;Lula; 43,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
257;Jair Bolsonaro; 28,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
258;Sergio Moro; 8,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
259;Ciro Gomes; 8,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
260;João Doria; 3,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
261;Janones; 1,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
262;Tebet; 1,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
263;Felipe d'Ávila; -   ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
264;Vieira; -   ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
265;Branco_Nulo; 7,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
266;nao_sabe; 2,00 ; 3,20 ;1000,00;Telefone;95,50;09/03/2022;IPESP/XP;https://antoniolavareda.com/2022/03/11/pesquisa-ipespe-divulgada-dia-11-03-22/;BR-03573/2022
267;Lula; 38,90 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
268;Jair Bolsonaro; 30,90 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
269;Sergio Moro; 7,40 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
270;Ciro Gomes; 6,80 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
271;João Doria; 2,20 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
272;Janones; 0,70 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
273;Tebet; 0,40 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
274;Vieira; 0,10 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
275;Eduardo Leite; 1,30 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
276;Branco_Nulo; 7,60 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
277;nao_sabe; 3,60 ; 2,20 ;2020,00;Domicilio;95,00;08/03/2022;Paraná Pesquisas;https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-nacional-registro-tse-br-06682-2022-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-marco-2022/;BR-06682/2022
278;Lula; 40,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
279;Jair Bolsonaro; 32,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
280;Sergio Moro; 6,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
281;Ciro Gomes; 7,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
282;João Doria; 2,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
283;Janones; 2,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
284;Tebet; 1,00 ; 2,00 ;3000,00;Telefone;95,00;01/03/2022;PODERDATA;https://www.poder360.com.br/poderdata/lula-40-x-32-bolsonaro-diz-poderdata-sobre-1o-turno/;BR-01570/2022
